text,Final Label
Protect our TWU community from COVID-19 by suspending face-to-face classes and meetings.,FALSE
Urgent Action Needed: Strengthen Ethnic Studies in Stockton Unified School District,FALSE
No More Live Markets - make the difference,FALSE
SAVE THE NORTHCOTE PUBLIC GOLF COURSE,FALSE
Postpone CBSE Board Exams,FALSE
Pay rise for paramedics and nurses,FALSE
Too Soon To Open Georgia!,TRUE
Request to reconsider DPS Ruby Park school tuition and transport fees for COVID-19,FALSE
Covid-19 Aesthetics / Salon / Massage Industry Warning & Economic Impact,FALSE
Pause classes and encourage online classes to reduce the spread of Covid-19 in AMCKK,TRUE
Allow Salons to Operate with New Health Guidelines,TRUE
Open Letter to the AAMC Concerning the Medical School Application Cycle During COVID-19,FALSE
Canadian Nurses Deserve Hazard Pay For Pandemics,FALSE
Maharashtra demands Resignation from Uddhav Thackeray,FALSE
BC Health | Mandatory Mask Usage Across BC Shared Public Spaces,FALSE
Close Seattle Central College Campus Due to COVID-19 Death in Washington and New Cases,TRUE
Rescue Australians Stranded in Peru due to Coronavirus,FALSE
Improve COVID-19 Procedures In Correctional Facilities,FALSE
Shut down Rosebank College,TRUE
Stop Wildlife Medicine in China,FALSE
Close Pace University NYC campus due to spread of COVID-19,TRUE
Wearing face masks in public should be made mandatory by government to prevent COVID-19,FALSE
Open Canada VACs in India,FALSE
Reduction on Vehicle Insurance rate during COVID 19,FALSE
Safeguard the Right of New Jersey Laboring Women to Have Support During COVID-19 Crisis,FALSE
Petition for a Gradeless Semester,FALSE
Davis Student Lease Cancellation and Rent Relief,FALSE
Save the Hazlitt,FALSE
Postpone CA exams for COVID Safety Reasons #CAExams,FALSE
Humanitarian Appeal to Release Maulana Delawar Hossain Sayedee,FALSE
Remove the CalTPA as a requirement for teachers in current educational programs,FALSE
Extend the validity of PLABs and the English language test by the GMC,FALSE
Release Safoora Zargar,FALSE
Postpone 10th and 12th boards exam due to rise in Covid19 cases.,TRUE
Fair rights for students during covid,FALSE
Unmask Iowa's School Children,FALSE
To allow Malaysians with valid work pass to travel in and out of singapore,FALSE
Keep Omaha Public Schools Online Until COVID-19 Controlled,TRUE
Joe Biden Must Step Down,FALSE
"Central University of Lucknow is conducting exams from 16th , risking the health of studen",FALSE
Financial Support for International Students in Australia facing hardships due to Covid-19,FALSE
Freeze rent payments,FALSE
"Animals are in pain, name groomers as an essential service in Ontario during COVID-19",FALSE
2020-2021 Basketball Season,FALSE
Save Schmidt,FALSE
All frontline NHS staff to receive testing for COVID 19 if symptomatic.,FALSE
"Hazard Pay for ""Essential"" workers",FALSE
#FreeDarik,FALSE
Start international flights in India,TRUE
Please make masks mandatory in Georgia,FALSE
Suspend Central Vista Project and Spend the Rs 200 Billion to Fight Covid-19,FALSE
#LoveIsNotTourism: Petition for Binational Unmarried Couples to Reunite During Covid (US),FALSE
Protect our children!!! Demand Covid release,FALSE
Fight covid 19 san quentin,FALSE
"Save the Coral City Camera, Don't Allow Disney Cruises to Destroy Our Urban Reef",FALSE
Longer exercise hours - level 4 covid restrictions,FALSE
Release Non-Violent Offenders in Prison Camps due to COVID-19,FALSE
THE FATE OF AMAZONIA AND ITS GUARDIANS IS LINKED TO OURS - EUROPE MUST ACT IMMEDIATELY,FALSE
Allow Reboot to open in San Francisco with COVID-19 safety precautions.,TRUE
Petition to register Mesut Ozil in Arsenal's Premier League and Europa League squads,FALSE
Arizona Stay At Home Orders : COVID-19,FALSE
Petition: to award general promotion to students in colleges associated with BU Bhopal.,FALSE
"Compassionate medical release for Previn Coleman, amid COVID 19 crisis in Elkton FCI Ohio",FALSE
Guru Gobind Singh Indraprastha University FINAL YEAR EXAMS TO BE CONDUCTED ONLINE.,TRUE
Let Wisconsin Golf,FALSE
SAVE DEL MAR HORSEPARK,FALSE
Stop MANDATORY  Covid Testing for Suffolk County Athletes,FALSE
Shut down construction sites to prevent the spread of covid 19,TRUE
Have the RIIL to allow Mount Saint Charles and Hendricken to play the championship games,FALSE
"Transparency, Testing, and Online Instruction to Prevent a COVID-19 Outbreak at Mizzou",FALSE
Lower SDSU Cost of Basic Tuition and Fees Due to COVID-19 and Transition to Online Classes,FALSE
Protect Skateboard Retailers and Skateboarding As Essential Transportation During CoViD-19,FALSE
Extend JobKeeper for Travel  Agency Agents and Mobile Travel Agents (Sole Traders).,FALSE
The Heritage Private School: reduce payments for educational services during COVID-19,FALSE
Keep Schools Closed Through COVID-19,TRUE
Give Dolly Parton the Medal of Freedom,FALSE
OUR LOVED ONES ARE DYING! Stop shielding nursing homes from liability!,FALSE
Stop Greyhound Bus Lines from NYC,FALSE
#FREE Donte Epps,FALSE
COVID-19 IN Georgia's Prisons Rise,FALSE
PROTECT OHIO’S FARMWORKERS FROM COVID-19,FALSE
NO to the COVID-19 Public Health Response Bill,FALSE
Pressure ICBC to Waive/Defer Monthly Insurance Premiums,FALSE
Meralco: Bill Shock during the Covid Crisis,FALSE
Stop Livermore Airport Expansion that includes new FBO & B737s. Reduce small plane noise.,FALSE
Allow international students to remain in the U​.​S. to complete or continue their studies.,FALSE
Minnesota Allow for the Operation of Guided Fishing and Charter Boat Captains,FALSE
"Call for the resignation of Greg Glassman as CEO of CrossFit, Inc. #CancelGlassman",FALSE
#SuspendOnlineClassesNOW,FALSE
Lasershows statt Feuerwerke! #böllerfrei,FALSE
Protect the UNT community from COVID-19 by suspending face-to-face classes and meetings.,TRUE
Ban Gas-Powered  Leaf Blowers During COVID-19 Stay-At-Home Advisory in Massachusetts,TRUE
"British people STILL showing support for Boris, despite the biased left media",FALSE
"Separate Quarantine Wards, Med Check-ups for Women & Children in Jail",FALSE
Keep Dr. Annie Bukacek on the Flathead City-County Health Board,FALSE
"Stop Supporting Animal Cruelty, Tropical Smoothie Cafe!",FALSE
Covid-19 Airbnb Hosts Economic Hardship,FALSE
COVID-19,FALSE
COVID-19 Impact: Need waiver for Small & Medium Business owners.,FALSE
"Allocation of 20M to each Mp should instead go support health centers, doctors and nurses.",FALSE
Abortion must be accessible for women across the EU,FALSE
Conduct Final Examination for students in Online Mode to prevent risk of Covid Infection,TRUE
"Request to set up a Covid 19 testing laboratory at GTA region, West Bengal.",FALSE
Tamil Nadu needs to close colleges due to COVID- 19  Do You agree?,TRUE
"LET'S GET HOUSE BILL 1532 PASSED, REDUCE JAIL & PRISON POPULATIONS FROM SPREADING COVID-19",FALSE
Postpone/Cancel CAIE's in Pakistan May/June 2020 due to Coronavirus outbreak.,TRUE
Release Currie Hall Residents from Leases Amid COVID-19 Pandemic,FALSE
Allow Parents in Botswana  to Purchase Baby & Children's Essentials for the Winter,FALSE
Save covid-19 old infected patients across the world,FALSE
Change to Durham University Assesment in light of COVID-19 Pandemic.,FALSE
Hospital visits to be permitted to critical patients who need their loved ones around them,FALSE
Extend education loan grace period to support the graduates struggling to find jobs #COVID,FALSE
COVID-19 Isn't Over and We Need Help: Tell the Senate to Pass the HEROES Act Immediately,FALSE
Uso de mascarillas obligatorio en España para COVID-19,FALSE
Hobart City Council should allow health workers to park for free during COVID-19 crisis.,FALSE
Less Schoolwork during COVID-19 Quarantine,TRUE
Requesting Free State Gov to provide list of companies who received Covid-19 Relief Fund,FALSE
Allow Cruise Ships to come to Alaska,TRUE
Doula Support in Nebraska Hospitals during COVID-19 Outbreaks,FALSE
Cancellation of semester exam 2019-2020 and using our exam fees to Relief fund.,FALSE
Announce holidays for teachers and non teaching staff to combat corona threat,FALSE
Save Lives! Include ALL Diabetics in the COVID vaccine rollout in California,FALSE
"#saveliveslivebetter-Walmart Canada, please help keep your associates and customers safer!",FALSE
Summer 2020 Graduations to be POSTPONED not CANCELLED,FALSE
Eviction Moratorium South Africa,FALSE
Students concern related to fees submission amid this covid.,FALSE
Cancel school for at least two weeks to slow down the spread of COVID-19,TRUE
Protect Inmates And Correctional Facility Staff Against Covid,FALSE
A green recovery from COVID-19 in Northern Ireland,FALSE
Expansion of covid related subsidies to new businesses,FALSE
Demand Science-Based School Reopening Criteria in AZ!,TRUE
Stop all air travel to Ireland from covid hotspots in the US,TRUE
新型コロナウイルス感染拡大に伴う差別行為＝「コロナ差別」に際して日本政府に対策を求めます ー #差別を許さない,FALSE
"Cancel International A Level & IGCSE Exams 2021
(CIE & Edexcel)",TRUE
La entrada de las Doulas al proceso de parto junto al acompañante de la paciente.,FALSE
Shut Down Leeds Arts University for COVID-19,TRUE
STOP THE COVID-19 VACCINATION CAMPAIGN,FALSE
Pass all the CFISD students for the spring semester,FALSE
Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,TRUE
Alberni Grocers: Seniors-Only Hour Will Save Lives,FALSE
Lower USask Tuition Rates for 2020/21,FALSE
OFW DOLE Akap must be available to all OFW Landbased and Seabased.,FALSE
Rakyat Dan LPP-TIPIKOR RI Mendesak Pemerintah RI Lakukan Kesepakatan Dengan UN-SWISSINDO,FALSE
Make Insurance Companies Grant Full Benefit Access During Covid,FALSE
�Act Now: Temp Las Vegas Rent Freeze,FALSE
Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,TRUE
Divert military spending to global covid relief!,FALSE
Petition to Congress to Provide Economic Relief to Independent Physicians and Practices,FALSE
Closing of school during lockdown,TRUE
COVID support for those who went self-employed in last year,FALSE
CLOSE ALL CAMPUS of University of Toronto to prevent COVID-19 Outbreak,TRUE
Demand UMD Prioritize Students over Profit in Changing COVID-19 Response Policies,FALSE
Make COVID Data Transparent at NC State,FALSE
Appeal to the UN to prevent imminent starvation and a humanitarian crisis in Eritrea,FALSE
Stop the COVID-19 Madness!,FALSE
Change High School Hockey in New Jersey To a Spring Sport,FALSE
"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",TRUE
Postpone UCLA's 2020 Commencement Instead of Cancelling,TRUE
"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",FALSE
7-POINT PUBLIC HEALTH DEMANDS: COVID-19  ACTION STEPS,FALSE
Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,FALSE
Save California Seniors from a Death Sentence,FALSE
"Visayan Electric Co. (VECO), ECQ Overbilling REFUND Now!",FALSE
Stop mandatory COVID 19 testing for admission for pregnant women,FALSE
Tests massifs du Covid-19 par PCR et traitement hydroxychloroquine et azithromycine !,FALSE
No school or ECE during Alert level 3.,TRUE
Ban - Free or Complimentary breakfast & happy hours Nationwide,FALSE
Cancellation of Semester End Examination,TRUE
Death of NM Small Business,FALSE
Extend Free School Meals Into The Summer Holidays,FALSE
COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and IB),FALSE
Make Colorado Public Schools Remote This Fall,TRUE
Covid-19: Governor Reynolds please close the IA Schools for the rest of the school year.,TRUE
"Suspend ALL rent, mortgage, and utility payments during the COVID-19 pandemic",FALSE
Allow federal inmates in the bureau of prisons access to tablets during Covid-19 pandemic!,FALSE
Declare the Road Accident Fund an Essential Service,FALSE
"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",FALSE
"Let's save the life of Shani Abeysekera, the greatest detective of Sri Lanka",FALSE
Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,FALSE
"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",FALSE
Keep the Americans from making a movie about how well they handled Covid - 19,FALSE
Covid-19: Urgent action plan for the Labour movement!,FALSE
Osteopathic Manual Practitioners in Ontario Should Be Considered an Essential Service!,FALSE
Stop World Travel and call it finally a pandemic!,TRUE
State of Hawaii to freeze rent and mortgage payments during COVID-19 pandemic.,FALSE
NHS COVID Medal,FALSE
"""Withdraw EIA 2020 Draft""",FALSE
Hazard Compensation for Shipyard Employees during Covid-19 Pandemic,FALSE
Hair Salons Are An Inevitable Business - Make Us Essential!,FALSE
#карантинвбеларусь,FALSE
UPenn petition to reduce/forgive/rebate spring 2020 tuition due to COVID-19,FALSE
"Initiative to combat ""COVID 19"" through Public Awareness",FALSE
Ripartire dopo il COVID-19: Legalizzare la Cannabis per il futuro dell'Italia,FALSE
The University of Alberta shouldn't charge full tuition for online classes!,FALSE
Call for Action: Defund the Winnipeg Police Service,FALSE
Reinstate NCLEX Testing,FALSE
STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,FALSE
Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,FALSE
¡Urgente!,FALSE
COVID,FALSE
Cancellation of Semester End Exams (Goa University),TRUE
Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,FALSE
"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",FALSE
Optional Pass/Fail for UIUC,FALSE
Open up Outdoor Dining,TRUE
Colorado COVID-19 Housing Relief,FALSE
Muhyiddin Please Resign / Muhyddin Letak Jawatan,FALSE
Keep Davis School District students safe by keeping hybrid schedule.,TRUE
HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,TRUE
Massive COVID-19 testing now!,FALSE
COVID-19 ERADICATION in Australia,FALSE
COVID-19 closing Casinos to contain virus,TRUE
Allow Frontline Healthcare workers to keep their children.,FALSE
Make it easier for families to close the accounts of a loved one who dies,FALSE
"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",FALSE
ALDI USA: make COVID-19 raises permanent!,FALSE
Stop Murrayfield Ice rink from closing it’s doors for good,FALSE
COVID related travel restrictions in Canada,TRUE
Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,FALSE
Milwaukee should require masks in public places to protect residents,FALSE
Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,FALSE
FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,FALSE
Cancel 2021 GCSE & A-Level Exams,FALSE
Rehabilitation of those affected severely by Amphan,FALSE
Make Selling dogs illegal unless you are a licensed and accredited breeder,FALSE
"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",TRUE
Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,FALSE
Canadians Demand Interest and Debt Relief from Banks During COVID-19,FALSE
Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,FALSE
Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,FALSE
Protect UNM Graduate Students amid COVID-19,FALSE
"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",FALSE
REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,TRUE
Close Pinkerton Due To Covid-19,TRUE
Запрет на перекладку плитки в 2020 году в г. Москве,FALSE
North Carolina COVID-19 Housing Relief,FALSE
CU Denver switching to Pass/Fail Grading in response to COVID 19,FALSE
CLOSE Seattle University campus due to COVID-19 death and new cases,TRUE
Cover COVID-19 treatment in #Aarogyasri Scheme,FALSE
"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",FALSE
Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,TRUE
"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",FALSE
Stop EMI Payments During Crisis,FALSE
Grant work from home to IT employees around India,TRUE
Open Adult Slowpitch Softball in California,TRUE
Delay or start school in stages,TRUE
Save Knaresborough Arts and Crafts centre,FALSE
Covid-19 protection for police officers,FALSE
Make the Government fund PPE for Pharmacies,FALSE
MAKE GYMS ESSENTIAL,FALSE
SAVE our Hokitika SPCA animal shelter from closure,FALSE
Allow dog walking during SA lockdown,TRUE
Release imprisoned journalists worldwide,FALSE
Save Grandma from COVID,FALSE
Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,FALSE
Help Sac Library Staff Get Paid During Covid-19 Closures,FALSE
Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,FALSE
We want the Ministry of Education to re-consider the decision for school reopening,TRUE
"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",FALSE
Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,FALSE
Protect Mirrlee's fields from a potential building development of  200 houses.,FALSE
Reschedule NCAA Wrestling Tournament,TRUE
"Reclassification of Micro Gyms, Pilates, and Yoga Studios in St Louis",FALSE
Tax free earnings for all healthcare workers during Covid-19 crisis,FALSE
UAL: Save Our Degree Show!,FALSE
Change the theme of Splash Mountain ride in Disney Parks,FALSE
Hair Salons to open in Marion County (Indiana) following social distancing rules,TRUE
BPS  Covid Safety Metrics,FALSE
Save South Norwood Library,FALSE
Return high school sports to Ohio,TRUE
Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,FALSE
Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,FALSE
Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,TRUE
Open our Garden Centres,TRUE
COVID 19 Beauty Industry Economical Impact - Canada,FALSE
Covid Death Relief Fund,FALSE
"Close all Australian schools, decrease the risk of COVID-19",TRUE
Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,FALSE
We need a Break from online classes and exams!,TRUE
Covid-19 Economic Relief for Property Owners,FALSE
Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,FALSE
"""No detriment"" Policy for UCD",FALSE
Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,FALSE
Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,FALSE
CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,FALSE
Fair treatment for easyJet staff,FALSE
Trump must resign for admitting to downplaying COVID-19,FALSE
The New School: Aid Students with a Partial Tuition and Housing Refund,FALSE
Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,FALSE
COVID-19 : Non à la fermeture du Parc Oméga !,FALSE
Close School I dont want covid 19,TRUE
Close USF campus due to the COVID-19 (coronavirus),TRUE
Stop Missouri's DESE From Spending CARES Act Funding on a Standardized Test,FALSE
Petition to ask Philippines Senator Koko Pimentel to resign.,FALSE
Close Douglas County Schools due to COVID-19,TRUE
Close South Coast Plaza Mall - Stop Covid-19,TRUE
Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,FALSE
"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",FALSE
"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",FALSE
Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,FALSE
Open House Ban During Covid-19,TRUE
URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,FALSE
ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,FALSE
Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,TRUE
Save Western Ghats from annihilation,FALSE
Save Beacon Hill Park,FALSE
Government of India: Don't Tax Medical Bills,FALSE
NO FAILING @ UCR,FALSE
WIAA - Let them play football!,FALSE
#NoJailDuringCovid: Coronavirus Pandemic – Release the Bhima Koregaon political prisoners,FALSE
Schedule Disneyland to reopen at a later date.,TRUE
Proteggere Italia e Svizzera dal COVID-19 | Protect Italy and Switzerland from COVID-19,FALSE
Cancel 12 th board exam,TRUE
Close all CCPS schools to limit spread of Coronavirus,TRUE
SAVE OUR FREEDOMS- No mandated mask-wearing,FALSE
Appeal to the President of India on issues thrown up during lockdown,TRUE
Waive off School Fee at Indian Schools in Oman due to COVID-19,FALSE
Covid-19 Youth Brigades exploited,FALSE
Protection from COVID-19,FALSE
Change URI to Pass/Fail grading system (with a letter grade option) for Spring 2020,FALSE
"Allow restaurants to offer outdoor ""Curbside Plus"" dining",TRUE
Close Holland and Barrett Stores. (Covid-19 Crisis),TRUE
Doug Ford: Reinstate the Covid benefit for all ODSP recipients,FALSE
Petition for holidays in Colleges in concern of COVID-19,FALSE
Protecting the Rights of Birthing People to Give Birth in a Safe and Supported Environment,FALSE
"NSW Govt, under the Protection of Covid-19 will commence the slaughter of our Snowy Brumby",FALSE
Duval County Beach Access (COVID-19),FALSE
Save Local Flower Shops - Let Them Deliver On Mother's Day,TRUE
Save Japanese Restaurants from Bankruptcy During COVID-19/防止日本餐廳業界破產倒閉之對策/일본 레스토랑 도산 방지 대책,FALSE
Ticketmaster Refund Our Money Now! - COVID 19,FALSE
"Make it ""Zoe's Law""..Ensure ALL moles/tags removed, are tested BY LAW for melanoma cancer.",FALSE
Get British performers home from cruise ships #GetBenhome #Covid 19,FALSE
Allow Antepartum Women to Have Support Partners in Hospitals During COVID-19,FALSE
#PostPoneJEEandNEET in COVID,TRUE
Larang Perdagangan Daging Hewan Liar di Indonesia / Stop Selling Wild Meat in Indonesia,FALSE
Reverse Postponement of Winter & Spring Sports,FALSE
#letthedjsplay,FALSE
Pass all CSUDH Students for Spring 2020 with an A letter grade,TRUE
"Father's Day Gift: Sebastien, Rosena and Amaika Arrived Safely with YOUR Help!",FALSE
BRING BACK THE OLD FLAMIN' HOT LAYS FORMULA,FALSE
Pakistan didn't cause the pandemic - racist British reports will increase hate crime.,FALSE
Stop Australian Banks Charging Interest during Covid-19,TRUE
Denver Public Schools: SAFE Openings - 14 Days w/o New COVID Cases,TRUE
Postpone UCLA Class of 2020 Commencement,TRUE
NO IN SCHOOL EXAM COVID-19,TRUE
Safeguard the Right of All Laboring People to Have Support During COVID-19 Crisis,FALSE
TRUSD Must Condemn Anti-Asian and Racist Behavior,FALSE
¡Medidas MÁS SERIAS para enfrentar el COVID-19 en Miami!,FALSE
Shut Down PISD schools during Covid-19 Outbreak,TRUE
Renew I Am Not Okay With This,FALSE
Scotland Back in the EU,FALSE
Government of Ghana Must Implement the National Health Laboratory Policy,FALSE
Freeze Rent for All NYC Residents,FALSE
Closure of educational institutes due to multiple outbreaks of COVID-19 in Pune .,TRUE
Spring sports for International leadership of texas,FALSE
Temporary online classes for HELP students due to covid-19,TRUE
Dominos Employees Demand COVID-19 Hazard Pay,FALSE
Make FUHSD Classes Accessible Online,TRUE
To impeach Governor Ron DeSantis for neglecting his duty to protect Floridians from COVID,FALSE
Partial Refund of Fees for Curtin University Malaysia,FALSE
ICE: Do not deport International Students,FALSE
Free data for students,FALSE
300 Trees being removed for redevelopment by Kejriwal Ji's Govt in Ayur Vigyan Nagar Delhi,FALSE
A CALL TO ACTION FOR ESSENTIAL HEALTH & FITNESS. RE-OPEN OUR GYMS IN ONTARIO!!!,TRUE
"Anchorage, AK: Repeal Emergency Order 15 to Help Our Community",FALSE
COVID-19 TOTAL ENTRY BAN: ZAMBIA MUST CLOSE ITS BORDERS AND AIRPORTS IMMEDIATELY,TRUE
No detriment policy for UWE Bristol,FALSE
FDA expedite review and approval of lifesaving Cuban antiviral for COVID-19,FALSE
Zero Percent Interest on Credit Cards during COVID19,FALSE
"Make Corona Testing Free in India.
(Including Pvt. Hospitals and Clinics)",FALSE
Petition for Nirma University to take preventive action against COVID 19,FALSE
Hazard Pay and Family Leave for Walgreens Employees,FALSE
"4-POINT THOMASIAN DEMANDS: FIGHT FOR OUR WELL-BEING, LIVELIHOOD, AND DEMOCRATIC RIGHTS!",FALSE
Make masks mandatory in South Carolina,FALSE
Pay PetSmart Employees While on Leave,FALSE
"Wedding, Event & Creative Professionals Covid-19 Relief Fund",TRUE
Dental Hygiene High Risk Occupation for exposure to COVID/19 Ensuring Personal Safety,FALSE
Allow college students to pass during the COVID-19 pandemic.,FALSE
HBUHSD DISTRICT SHUTDOWN FOR COVID-19 (CORONAVIRUS),TRUE
Support Peoria Academy During The COVID-19 Crisis,FALSE
Concerning the Safety of Soccer in a Covid-19 World - A Letter to Governor DeWine,FALSE
Suspend Online Classes or Refund Our Money,TRUE
Keep kids in extra curricular activities in ND.,FALSE
COVID-19 crisis -more Australian music to be played on Australian radio.,FALSE
Extend financial package to cover losses of covid19 lockdown to small businessman also....,TRUE
Australian Medical Schools Must Consider an Opt In/Opt Out System for 2020 GPA Results,FALSE
COVID-19:Provide Work From Home to all employees before it's too LATE. Health is important,FALSE
Make small grants/funding available for Self Employed & Freelancers during COVID-19,FALSE
Το Σπίτι Δεν Είναι Ασφαλές Για Όλες / Home Is Not Safe For All,FALSE
Partial tuition refund due to the COVID-19 virus causing classes to go online,TRUE
Bryn Mawr College COVID-19 Credit/No Credit Spring Semester,FALSE
"Save Our Future Teachers - Support, & Share",FALSE
Save Services for Those with Developmental Disabilities During Covid-19,FALSE
PASSING GRADES FOR ALL STUDENTS FOR THE SPRING 2020 SEMESTER!,FALSE
Kenyan Citizens requesting IMF to withhold any loans or grants to the government of Kenya!,FALSE
Tell west Virginia representatives to not make hazelton/gilmer prison a quarantine site,FALSE
Save Georgia Disability Services,FALSE
Protect Doctors Nurses & Medics against punitive litigation during & after COVID-19 Crisis,FALSE
Safe Staffing during COVID at Emanate,FALSE
Help International Students Stay at The University of Texas at Austin!,FALSE
The Immediate Issue of Travel Documents for Sarah's children to come to Canada,FALSE
Environmental Impact Assessment Notification 2020-Withdrawal,FALSE
ISO: Give engineers the Standards needed to build ventilators in fight against COVID-2019,FALSE
Protect People in Long-Term Care,FALSE
Please facilitate 14-days-self-quarantine of Iranian new immigrants,FALSE
Waive EDD False Statement Penalty Weeks during COVID 19 for Claimants in Good Standing,FALSE
Bring back McDonald's SNACK WRAPS!,FALSE
Pay rise for frontline NHS staff tackling COVID-19,FALSE
Allow Cigarettes and Tobaccos during COVID-19 lockdowns,TRUE
Family pleads for compassionate visits in father's dying days,FALSE
"Immediately Enact Vegan Law to Stop COVID-19, Climate Change, Rescuing Our World!",FALSE
Time to Save the New York YMCA Camp from Potential Sale,FALSE
Supermarkets: Stop Selling Suffering!,FALSE
Give Oregon Kids What They Need to Learn to Read!,FALSE
Allow spa and leisure facilities to demonstrate that they can reopen safely.,TRUE
Compensate hospital locums and locum GPs from Covid 19 self-isolation income loss,FALSE
Removal of payment of compulsory payment of ₦52000 covid test upon arrival in Nigeria.,FALSE
Levez les sanctions contre l’Iran pour lutter contre l’épidémie de coronavirus !,FALSE
Freeze rents & mortgages for the duration of Coronavirus,FALSE
COVID-19: BE PROACTIVE NOT REACTIVE,FALSE
Require Vaccination Options for WA Teachers & Students before returning to school.,FALSE
Respiratory Therapists Deserve Hazard Pay,FALSE
Relaxation in EMI due to COVID-19. Appeal to Govt. of India for 6 months relief.,TRUE
Support Louisiana Vote-By-Mail,FALSE
Stop Evictions in Whittier - COVID-19,FALSE
PASS/FAIL Grading Option for Spring 2020 Semester at the University of Miami,FALSE
30% Pay Cut for Top 10 City Managers,FALSE
Justice For Jamaicans Against the Jamaica Public Service (JPS),FALSE
"#MoveAsOne: Affordable, Efficient, and Humane Public Transportation for Filipinos",FALSE
Give NAIA Athletes Another Year of Eligibility,FALSE
Support and clear guidance for the reopening of baby and toddler classes and groups.,TRUE
"UArizona COVID-19 Response from Coalition of Concerned Faculty, Staff, and Students",FALSE
COVID and Poverty,FALSE
Keep independent Texas restaurants alive during COVID-19,TRUE
Allow Tattoo Shops in NV to reopen in Phase 2,TRUE
Sailors need lifesavers too!!! Wake up world!!!,FALSE
Save Tennessee’s Zoos and Aquariums,FALSE
Doug Ford: Allow Horse Racing to Continue,FALSE
Shift semester end exams in VTU colleges to online mode due to pandemic situation.,TRUE
President Trump: Fight for Monthly Stimulus Payments and be a Hero to the People,FALSE
Justice for EMS,FALSE
Ask Gov. Polis to announce a COVID-19 Relief Package for Food & Bev,FALSE
Stop Exposing Sanitation Workers through Open Bin Garbage Collection,FALSE
Shut down and clean Amazon facilities that test positive for COVID-19 EWR9,TRUE
Illinois for Remote Learning,TRUE
Pay the £500 bonus to all Scottish healthcare workers,FALSE
LAX Employee Busses & COVID-19 Precautions,FALSE
"Help St John become fully funded, it's a travesty they aren't already!",FALSE
International healthcare workers to be able to relocate overseas with minimal ielts hussle,FALSE
Pay the Student Nurses and Midwives,FALSE
